Navn;Stasjon;Tid(norsk normaltid);Middeltemperatur (døgn);Maksimumstemperatur (døgn);Minimumstemperatur (døgn);Nedbør (døgn);Snødybde
Oslo - Blindern;SN18700;09.08.2014;18,4;23,9;13,5;0;0
Oslo - Blindern;SN18700;10.08.2014;17,7;21,9;12,3;2,8;0
Oslo - Blindern;SN18700;11.08.2014;15,7;21,6;13;4;0
Oslo - Blindern;SN18700;12.08.2014;14,5;19,5;11,7;9,6;0
Oslo - Blindern;SN18700;13.08.2014;14,5;19,1;11,5;2,5;0
Oslo - Blindern;SN18700;14.08.2014;13,8;18;12,1;7,2;0
Oslo - Blindern;SN18700;15.08.2014;15,6;21,9;11,6;6,7;0
Oslo - Blindern;SN18700;16.08.2014;15,1;19,4;12,4;0,2;0
Oslo - Blindern;SN18700;17.08.2014;14,4;19,3;12,2;0,5;0
Oslo - Blindern;SN18700;18.08.2014;12,7;15,8;10,4;9;0
Oslo - Blindern;SN18700;19.08.2014;14,1;20,1;10,8;0,7;0
Oslo - Blindern;SN18700;20.08.2014;13,1;20;9,4;1,5;0
Oslo - Blindern;SN18700;21.08.2014;14,6;20,5;10,6;4,3;0
Oslo - Blindern;SN18700;22.08.2014;13,3;19,1;10,1;1,8;0
Oslo - Blindern;SN18700;23.08.2014;13,5;19,1;11,2;2,6;0
Oslo - Blindern;SN18700;24.08.2014;12,3;18,4;7,6;0,5;0
Oslo - Blindern;SN18700;25.08.2014;13,4;19,1;11,1;3,2;0
Oslo - Blindern;SN18700;26.08.2014;14,3;19,9;8,6;6,1;0
Oslo - Blindern;SN18700;27.08.2014;15,8;20,5;10,2;0;0
Oslo - Blindern;SN18700;28.08.2014;16,1;21,6;12,2;0;0
Oslo - Blindern;SN18700;29.08.2014;15,7;20,2;11,1;0;0
Oslo - Blindern;SN18700;30.08.2014;13,6;17,4;12,5;0;0
Oslo - Blindern;SN18700;31.08.2014;13,3;17,3;11,3;2,9;0
Oslo - Blindern;SN18700;01.09.2014;13,4;18,3;8;0;0
Oslo - Blindern;SN18700;02.09.2014;16,2;22,3;10,8;0;0
Oslo - Blindern;SN18700;03.09.2014;16,7;22,4;13,6;0;0
Oslo - Blindern;SN18700;04.09.2014;16,6;22,4;13,7;0;0
Oslo - Blindern;SN18700;05.09.2014;15,2;20,7;11,8;0;0
Oslo - Blindern;SN18700;06.09.2014;16,1;20,8;9,8;0;0
Oslo - Blindern;SN18700;07.09.2014;16,8;20,6;15,1;0;0
Oslo - Blindern;SN18700;08.09.2014;15,1;20,7;12,7;9,4;0
Oslo - Blindern;SN18700;09.09.2014;13,7;17,4;11,3;19,8;0
Oslo - Blindern;SN18700;10.09.2014;14,8;18,9;12,1;7,6;0
Oslo - Blindern;SN18700;11.09.2014;14,3;20,5;8,7;0;0
Oslo - Blindern;SN18700;12.09.2014;14,1;17,6;11,3;0;0
Oslo - Blindern;SN18700;13.09.2014;14,6;21,4;9,4;0;0
Oslo - Blindern;SN18700;14.09.2014;14,1;20,4;7,9;0;0
Oslo - Blindern;SN18700;15.09.2014;13,8;19,5;7,7;0;0
Oslo - Blindern;SN18700;16.09.2014;13,4;19;8,9;0;0
Oslo - Blindern;SN18700;17.09.2014;13,2;20,3;9;0;0
Oslo - Blindern;SN18700;18.09.2014;11,5;16,6;6,4;0;0
Oslo - Blindern;SN18700;19.09.2014;12,6;19,3;7,3;0;0
Oslo - Blindern;SN18700;20.09.2014;11,7;16,4;7,1;0;0
Oslo - Blindern;SN18700;21.09.2014;11,6;14,5;11;4;0
Oslo - Blindern;SN18700;22.09.2014;9,3;13,5;6,7;0,2;0
Oslo - Blindern;SN18700;23.09.2014;7,6;12,6;3,6;0;0
Oslo - Blindern;SN18700;24.09.2014;8,3;10,9;6,3;0;0
Oslo - Blindern;SN18700;25.09.2014;10,4;16,6;5,7;1,4;0
Oslo - Blindern;SN18700;26.09.2014;11,3;19;6,2;0;0
Oslo - Blindern;SN18700;27.09.2014;13;19,1;8;0;0
Oslo - Blindern;SN18700;28.09.2014;12,7;18,1;7,4;0;0
Oslo - Blindern;SN18700;29.09.2014;11,9;17;8,8;0;0
Oslo - Blindern;SN18700;30.09.2014;9,6;14,7;5,2;0;0
Oslo - Blindern;SN18700;01.10.2014;9,8;13,2;5,8;0;0
Oslo - Blindern;SN18700;02.10.2014;11,6;15,2;9,9;10,5;0
Oslo - Blindern;SN18700;03.10.2014;11,5;13,8;7,3;0;0
Oslo - Blindern;SN18700;04.10.2014;13,3;14,2;12,3;0;0
Oslo - Blindern;SN18700;05.10.2014;12,6;16,4;10,6;4,8;0
Oslo - Blindern;SN18700;06.10.2014;10,3;12,9;9,3;1,7;0
Oslo - Blindern;SN18700;07.10.2014;7,5;9,3;6,6;0;0
Oslo - Blindern;SN18700;08.10.2014;9,3;11,6;6,6;15,9;0
Oslo - Blindern;SN18700;09.10.2014;10,3;14,2;6,2;6,4;0
Oslo - Blindern;SN18700;10.10.2014;10,3;13,7;8,3;33,3;0
Oslo - Blindern;SN18700;11.10.2014;8,4;14,2;3,7;4,2;0
Oslo - Blindern;SN18700;12.10.2014;8,8;12,9;6,7;15,5;0
Oslo - Blindern;SN18700;13.10.2014;5;10,7;1,6;11,7;0
Oslo - Blindern;SN18700;14.10.2014;5,8;9,9;1,2;0;0
Oslo - Blindern;SN18700;15.10.2014;6,8;8,3;5,7;2;0
Oslo - Blindern;SN18700;16.10.2014;2,3;6,3;1,8;0,3;0
Oslo - Blindern;SN18700;17.10.2014;3,5;4,2;2;5,5;0
Oslo - Blindern;SN18700;18.10.2014;7,9;11,1;4;5,6;0
Oslo - Blindern;SN18700;19.10.2014;11,8;13;11,1;19,2;0
Oslo - Blindern;SN18700;20.10.2014;10,7;15,3;9,2;3,2;0
Oslo - Blindern;SN18700;21.10.2014;9;11;7,2;0,2;0
Oslo - Blindern;SN18700;22.10.2014;5,8;8,4;3,9;5;0
Oslo - Blindern;SN18700;23.10.2014;6,8;9,6;2,9;12,9;0
Oslo - Blindern;SN18700;24.10.2014;11,7;12,3;9,6;28,8;0
Oslo - Blindern;SN18700;25.10.2014;10,6;12,6;8,7;9,2;0
Oslo - Blindern;SN18700;26.10.2014;11,7;13,5;9,5;0;0
Oslo - Blindern;SN18700;27.10.2014;13,1;15,3;11,3;0;0
Oslo - Blindern;SN18700;28.10.2014;13,6;15,2;12,7;0;0
Oslo - Blindern;SN18700;29.10.2014;8;13,9;6;15,1;0
Oslo - Blindern;SN18700;30.10.2014;3,5;8,3;-0,4;0;0
Oslo - Blindern;SN18700;31.10.2014;3,2;4,4;1,1;0;0
Oslo - Blindern;SN18700;01.11.2014;7,7;9,7;4;9,2;0
Oslo - Blindern;SN18700;02.11.2014;10,6;12;8,8;5;0
Oslo - Blindern;SN18700;03.11.2014;8,9;12,1;7;6;0
Oslo - Blindern;SN18700;04.11.2014;6,8;10,3;4,2;19,9;0
Oslo - Blindern;SN18700;05.11.2014;2,8;4,2;2,3;0;0
Oslo - Blindern;SN18700;06.11.2014;0,3;2,3;-0,9;0,1;0
Oslo - Blindern;SN18700;07.11.2014;0;0,9;-1,4;0;0
Oslo - Blindern;SN18700;08.11.2014;5,5;8,6;0,6;0,7;0
Oslo - Blindern;SN18700;09.11.2014;8,8;10;7,4;3,2;0
Oslo - Blindern;SN18700;10.11.2014;7,8;9;7,3;1,8;0
Oslo - Blindern;SN18700;11.11.2014;6,8;8,1;5,9;15,9;0
Oslo - Blindern;SN18700;12.11.2014;6;6,6;5,2;0;0
Oslo - Blindern;SN18700;13.11.2014;5,2;6,7;4,7;3,3;0
Oslo - Blindern;SN18700;14.11.2014;5,7;6,3;4,6;11,8;0
Oslo - Blindern;SN18700;15.11.2014;5,7;6,5;5,3;0,2;0
Oslo - Blindern;SN18700;16.11.2014;4,8;5,4;4,4;0;0
Oslo - Blindern;SN18700;17.11.2014;3,7;4,9;3,1;0,1;0
Oslo - Blindern;SN18700;18.11.2014;3,8;4,6;3,1;0;0
Oslo - Blindern;SN18700;19.11.2014;3,4;4,1;3;0;0
Oslo - Blindern;SN18700;20.11.2014;1,9;3,5;1,4;0,2;0
Oslo - Blindern;SN18700;21.11.2014;2,3;3;1,5;0,6;0
Oslo - Blindern;SN18700;22.11.2014;2,1;2,6;1,1;0;0
Oslo - Blindern;SN18700;23.11.2014;4,3;5,5;2,2;0;0
Oslo - Blindern;SN18700;24.11.2014;5;7,2;3;18,8;0
Oslo - Blindern;SN18700;25.11.2014;1,4;6,1;-0,1;3,9;0
Oslo - Blindern;SN18700;26.11.2014;-1;2,1;-2,5;0;0
Oslo - Blindern;SN18700;27.11.2014;-1;-0,1;-3,3;0;0
Oslo - Blindern;SN18700;28.11.2014;0,8;1,4;-0,7;0,1;0
Oslo - Blindern;SN18700;29.11.2014;0,7;1,4;0,3;0,6;0
Oslo - Blindern;SN18700;30.11.2014;0,8;1,4;0,4;0,1;0
Oslo - Blindern;SN18700;01.12.2014;-0,1;1,2;-0,8;0;0
Oslo - Blindern;SN18700;02.12.2014;-0,4;0,7;-1,4;0,5;0
Oslo - Blindern;SN18700;03.12.2014;-1,5;0,6;-2,7;2,8;0
Oslo - Blindern;SN18700;04.12.2014;0,3;1,8;-2,9;0;0
Oslo - Blindern;SN18700;05.12.2014;0,9;2,2;0,1;0,3;0
Oslo - Blindern;SN18700;06.12.2014;-0,8;0,8;-2,6;4,6;0
Oslo - Blindern;SN18700;07.12.2014;3,3;6,3;-2;0;0
Oslo - Blindern;SN18700;08.12.2014;-0,8;3,7;-2;2,4;0
Oslo - Blindern;SN18700;09.12.2014;-2,1;-0,8;-5,5;0;0
Oslo - Blindern;SN18700;10.12.2014;3,9;5,8;-1,5;5,8;0
Oslo - Blindern;SN18700;11.12.2014;2,5;3,9;1,2;0;0
Oslo - Blindern;SN18700;12.12.2014;1,2;3,1;0;0;0
Oslo - Blindern;SN18700;13.12.2014;-1,2;1,4;-2,1;0,1;0
Oslo - Blindern;SN18700;14.12.2014;1,2;6,1;-4,5;0;0
Oslo - Blindern;SN18700;15.12.2014;3;7;1,4;0,2;0
Oslo - Blindern;SN18700;16.12.2014;-0,3;2,2;-2,1;0;0
Oslo - Blindern;SN18700;17.12.2014;-3,8;-1,3;-6,1;0,6;0
Oslo - Blindern;SN18700;18.12.2014;-1,2;0;-3,7;4,4;3
Oslo - Blindern;SN18700;19.12.2014;-1,2;0,7;-2,6;0;2
Oslo - Blindern;SN18700;20.12.2014;-3,1;-1,3;-4,3;0;2
Oslo - Blindern;SN18700;21.12.2014;-2,2;0,2;-5,6;0;2
Oslo - Blindern;SN18700;22.12.2014;-1,5;0,5;-3,7;5,2;10
Oslo - Blindern;SN18700;23.12.2014;-3,6;-0,6;-5,9;0;5
Oslo - Blindern;SN18700;24.12.2014;-3,7;-0,8;-5,9;0;5
Oslo - Blindern;SN18700;25.12.2014;-10,3;-5,9;-13,1;0;5
Oslo - Blindern;SN18700;26.12.2014;-11,5;-8,5;-14,6;0;5
Oslo - Blindern;SN18700;27.12.2014;-11,5;-8,3;-13,1;0,3;6
Oslo - Blindern;SN18700;28.12.2014;-10,1;-7,7;-12,3;0;6
Oslo - Blindern;SN18700;29.12.2014;-6,3;-4,1;-11,2;0;10
Oslo - Blindern;SN18700;30.12.2014;-5,4;-3,8;-8,2;0,1;10
Oslo - Blindern;SN18700;31.12.2014;-0,9;1,5;-3,8;0,2;9
Oslo - Blindern;SN18700;01.01.2015;2,6;4,1;-2,4;0;9
Oslo - Blindern;SN18700;02.01.2015;5;6,5;2,9;0,7;4
Oslo - Blindern;SN18700;03.01.2015;2,5;4,5;-0,2;0;1
Oslo - Blindern;SN18700;04.01.2015;-0,8;2,7;-2,7;0;1
Oslo - Blindern;SN18700;05.01.2015;-0,9;0,3;-4,4;0;1
Oslo - Blindern;SN18700;06.01.2015;2,3;3,4;-0,3;1,6;0
Oslo - Blindern;SN18700;07.01.2015;1,6;4,1;0,6;15,9;0
Oslo - Blindern;SN18700;08.01.2015;2,6;5,8;0,2;3,7;0
Oslo - Blindern;SN18700;09.01.2015;-2,1;0,7;-2,9;0;0
Oslo - Blindern;SN18700;10.01.2015;-0,8;1,8;-4,4;2,2;3
Oslo - Blindern;SN18700;11.01.2015;-3,6;3,7;-5,4;11,8;15
Oslo - Blindern;SN18700;12.01.2015;-3,1;0,2;-6;5,2;22
Oslo - Blindern;SN18700;13.01.2015;1,3;3,7;-2,8;0;21
Oslo - Blindern;SN18700;14.01.2015;-2,6;1;-3,4;0;18
Oslo - Blindern;SN18700;15.01.2015;0,6;2,6;-5,2;0,3;18
Oslo - Blindern;SN18700;16.01.2015;3,4;5,7;0,8;18,4;15
Oslo - Blindern;SN18700;17.01.2015;0,4;3,6;-1,3;0,2;12
Oslo - Blindern;SN18700;18.01.2015;-0,7;1,3;-2,9;0;11
Oslo - Blindern;SN18700;19.01.2015;-2,1;-0,6;-3,7;0,1;10
Oslo - Blindern;SN18700;20.01.2015;-1,7;-0,5;-3;5,6;22
Oslo - Blindern;SN18700;21.01.2015;-1,3;-0,4;-1,6;3,2;25
Oslo - Blindern;SN18700;22.01.2015;-3,6;-1,4;-5;5,4;28
Oslo - Blindern;SN18700;23.01.2015;-7,6;-5,1;-12,2;0,4;28
Oslo - Blindern;SN18700;24.01.2015;0,3;2;-5,1;2,9;26
Oslo - Blindern;SN18700;25.01.2015;-4,6;0,6;-8,3;6,4;27
Oslo - Blindern;SN18700;26.01.2015;1,5;3,6;-3,8;7,7;27
Oslo - Blindern;SN18700;27.01.2015;-1,5;0,9;-3,9;6,2;24
Oslo - Blindern;SN18700;28.01.2015;1,7;3,9;-1,7;1,8;24
Oslo - Blindern;SN18700;29.01.2015;1,2;2,7;0,4;8,7;22
Oslo - Blindern;SN18700;30.01.2015;0,1;1,4;-1;2;25
Oslo - Blindern;SN18700;31.01.2015;-0,2;0,9;-0,9;0,6;24
Oslo - Blindern;SN18700;01.02.2015;-2;-0,3;-2,5;0,4;23
Oslo - Blindern;SN18700;02.02.2015;-3,2;-2,1;-3,9;0,4;22
Oslo - Blindern;SN18700;03.02.2015;-3,5;-1,1;-5,4;0,5;21
Oslo - Blindern;SN18700;04.02.2015;-6,1;-2,6;-8,6;0;21
Oslo - Blindern;SN18700;05.02.2015;-8,2;-5,1;-12,8;0;21
Oslo - Blindern;SN18700;06.02.2015;-3,9;-0,2;-6,7;0;21
Oslo - Blindern;SN18700;07.02.2015;-0,6;6,9;-7;0;21
Oslo - Blindern;SN18700;08.02.2015;-1,4;2,6;-6,3;0;21
Oslo - Blindern;SN18700;09.02.2015;3,6;8,4;-2;0;20
Oslo - Blindern;SN18700;10.02.2015;3,5;8,4;0,3;0;19
Oslo - Blindern;SN18700;11.02.2015;1,6;4,2;-1,9;0;19
Oslo - Blindern;SN18700;12.02.2015;-0,1;3,1;-1,3;0;19
Oslo - Blindern;SN18700;13.02.2015;1,2;1,9;-1,7;0;19
Oslo - Blindern;SN18700;14.02.2015;1,6;3,3;0,6;0,1;19
Oslo - Blindern;SN18700;15.02.2015;0,3;1;-0,1;0;18
Oslo - Blindern;SN18700;16.02.2015;-1;0,8;-2,3;0;19
Oslo - Blindern;SN18700;17.02.2015;1,4;3,1;-0,5;1,5;18
Oslo - Blindern;SN18700;18.02.2015;3,9;5,5;1,3;1,4;18
Oslo - Blindern;SN18700;19.02.2015;4,7;6,1;1,8;0;18
Oslo - Blindern;SN18700;20.02.2015;3,9;6,7;2,1;0;16
Oslo - Blindern;SN18700;21.02.2015;0,9;3,9;-0,5;0;15
Oslo - Blindern;SN18700;22.02.2015;-0,1;4,9;-3,1;0;14
Oslo - Blindern;SN18700;23.02.2015;1,3;2,3;-1,9;3,8;15
Oslo - Blindern;SN18700;24.02.2015;2,4;4,1;1;6,7;17
Oslo - Blindern;SN18700;25.02.2015;3,6;5,1;1,7;6,5;15
Oslo - Blindern;SN18700;26.02.2015;2,4;3,3;1,1;0;13
Oslo - Blindern;SN18700;27.02.2015;1,8;4,3;0,7;4,2;12
Oslo - Blindern;SN18700;28.02.2015;1,5;3,6;-2,6;2,2;12
Oslo - Blindern;SN18700;01.03.2015;1,9;3,5;0,3;2,4;0
Oslo - Blindern;SN18700;02.03.2015;3,4;6,4;2,7;8;8
Oslo - Blindern;SN18700;03.03.2015;1,7;5,3;0,6;1,8;0
Oslo - Blindern;SN18700;04.03.2015;0,1;5,8;-4,8;0,1;0
Oslo - Blindern;SN18700;05.03.2015;1,2;4,7;-4,1;0;0
Oslo - Blindern;SN18700;06.03.2015;5,2;9,7;2,5;0;0
Oslo - Blindern;SN18700;07.03.2015;5,7;7,6;3,6;0;0
Oslo - Blindern;SN18700;08.03.2015;6,6;8,3;5,5;0;0
Oslo - Blindern;SN18700;09.03.2015;4,8;9,3;-0,1;0;0
Oslo - Blindern;SN18700;10.03.2015;7,4;13,2;2,8;1,2;0
Oslo - Blindern;SN18700;11.03.2015;5,6;10,4;3,3;0;0
Oslo - Blindern;SN18700;12.03.2015;4,1;10,4;-0,1;0;0
Oslo - Blindern;SN18700;13.03.2015;2,8;9,3;-1,4;0;0
Oslo - Blindern;SN18700;14.03.2015;3,1;9,8;-4,2;0;0
Oslo - Blindern;SN18700;15.03.2015;4,9;8,8;-0,1;0;0
Oslo - Blindern;SN18700;16.03.2015;5,2;6,4;3,6;0;0
Oslo - Blindern;SN18700;17.03.2015;5,5;7,9;3,1;0;0
Oslo - Blindern;SN18700;18.03.2015;4,7;6,5;4;0;0
Oslo - Blindern;SN18700;19.03.2015;2,5;5;0,5;2,8;0
Oslo - Blindern;SN18700;20.03.2015;3,3;6,1;1,9;0,9;0
Oslo - Blindern;SN18700;21.03.2015;0,5;4,8;-1,6;1,4;0
Oslo - Blindern;SN18700;22.03.2015;0,3;1,5;-3,2;0;0
Oslo - Blindern;SN18700;23.03.2015;5,4;9;1,3;3;0
Oslo - Blindern;SN18700;24.03.2015;5,7;11,1;-0,5;0;0
Oslo - Blindern;SN18700;25.03.2015;1,7;6,8;-0,8;0,1;0
Oslo - Blindern;SN18700;26.03.2015;-0,3;1,7;-2,9;10,4;6
Oslo - Blindern;SN18700;27.03.2015;2,7;4,4;1,3;18,4;18
Oslo - Blindern;SN18700;28.03.2015;2,6;7,5;-1,1;0,2;12
Oslo - Blindern;SN18700;29.03.2015;3,7;7,6;1,2;5,3;0
Oslo - Blindern;SN18700;30.03.2015;3,7;7,9;1,9;5,3;0
Oslo - Blindern;SN18700;31.03.2015;2,8;8,5;-2,6;0,5;0
Oslo - Blindern;SN18700;01.04.2015;3,6;9,7;-2,3;0;0
Oslo - Blindern;SN18700;02.04.2015;4,9;9,6;1,8;0;0
Oslo - Blindern;SN18700;03.04.2015;4,4;10,2;-0,4;0;0
Oslo - Blindern;SN18700;04.04.2015;4;9;0,4;0;0
Oslo - Blindern;SN18700;05.04.2015;3,3;8;-2,1;0;0
Oslo - Blindern;SN18700;06.04.2015;5,3;10,5;1,5;0;0
Oslo - Blindern;SN18700;07.04.2015;9,2;14,9;2,2;0;0
Oslo - Blindern;SN18700;08.04.2015;9,1;12,6;6,7;0;0
Oslo - Blindern;SN18700;09.04.2015;7,7;15,5;0,7;0;0
Oslo - Blindern;SN18700;10.04.2015;8,3;15,4;4,3;0;0
Oslo - Blindern;SN18700;11.04.2015;5,8;8,6;3,9;0;0
Oslo - Blindern;SN18700;12.04.2015;7,4;12,1;4,7;2,4;0
Oslo - Blindern;SN18700;13.04.2015;5,8;11,5;-0,1;0,1;0
Oslo - Blindern;SN18700;14.04.2015;3,2;8,2;-0,2;0;0
Oslo - Blindern;SN18700;15.04.2015;5,5;10,8;1;3,3;0
Oslo - Blindern;SN18700;16.04.2015;7;11,9;1,3;2,3;0
Oslo - Blindern;SN18700;17.04.2015;8,2;12,2;3,8;0;0
Oslo - Blindern;SN18700;18.04.2015;7,6;14,3;0,6;0;0
Oslo - Blindern;SN18700;19.04.2015;11,1;18,8;4,2;0;0
Oslo - Blindern;SN18700;20.04.2015;14,8;22,8;4,7;0;0
Oslo - Blindern;SN18700;21.04.2015;11,7;20;5,7;0;0
Oslo - Blindern;SN18700;22.04.2015;12;18,2;4,2;0;0
Oslo - Blindern;SN18700;23.04.2015;10,4;14,3;6,9;0;0
Oslo - Blindern;SN18700;24.04.2015;6,6;11;2,2;0;0
Oslo - Blindern;SN18700;25.04.2015;7,3;8,7;5,5;0,2;0
Oslo - Blindern;SN18700;26.04.2015;6,4;12,6;0,6;4,4;0
Oslo - Blindern;SN18700;27.04.2015;5,7;11,6;-0,7;0,1;0
Oslo - Blindern;SN18700;28.04.2015;6,2;13,7;-0,7;0;0
Oslo - Blindern;SN18700;29.04.2015;5,2;10,5;-0,5;0;0
Oslo - Blindern;SN18700;30.04.2015;6,6;11,5;3,3;4,1;0
Oslo - Blindern;SN18700;02.05.2015;7,6;12,1;4,4;0,1;0
Oslo - Blindern;SN18700;03.05.2015;8,5;14,6;4,6;0;0
Oslo - Blindern;SN18700;04.05.2015;6,8;11;5,5;0,1;0
Oslo - Blindern;SN18700;05.05.2015;8,8;11,2;6;5;0
Oslo - Blindern;SN18700;06.05.2015;10,8;14,7;8,9;15;0
Oslo - Blindern;SN18700;07.05.2015;8,1;11,9;6,8;7,4;0
Oslo - Blindern;SN18700;08.05.2015;7,9;14,2;0,9;5,2;0
Oslo - Blindern;SN18700;09.05.2015;6,6;13,3;0,1;0;0
Oslo - Blindern;SN18700;10.05.2015;8,9;16,7;3,2;15,9;0
Oslo - Blindern;SN18700;11.05.2015;8,5;13,8;4,6;0,6;0
Oslo - Blindern;SN18700;12.05.2015;8,6;11,4;7,6;4,3;0
Oslo - Blindern;SN18700;13.05.2015;9,9;15,6;2,3;3,8;0
Oslo - Blindern;SN18700;14.05.2015;9,4;14,7;3,9;0,2;0
Oslo - Blindern;SN18700;15.05.2015;9,5;16,9;1;0;0
Oslo - Blindern;SN18700;16.05.2015;8,2;11,9;6,2;0;0
Oslo - Blindern;SN18700;17.05.2015;6,7;10,3;4,2;11,1;0
Oslo - Blindern;SN18700;18.05.2015;9,5;15,1;3,4;0;0
Oslo - Blindern;SN18700;19.05.2015;7,9;11,5;5,8;1;0
Oslo - Blindern;SN18700;20.05.2015;9,6;14,5;6,3;4,6;0
Oslo - Blindern;SN18700;21.05.2015;9,9;16,9;3,7;0;0
Oslo - Blindern;SN18700;22.05.2015;9,6;11,9;7,6;1;0
Oslo - Blindern;SN18700;23.05.2015;11,6;18,8;3,5;0,2;0
Oslo - Blindern;SN18700;24.05.2015;8,4;13,8;3,3;0;0
Oslo - Blindern;SN18700;25.05.2015;11;17,2;8,2;9,7;0
Oslo - Blindern;SN18700;26.05.2015;10,5;14,5;7,4;1,4;0
Oslo - Blindern;SN18700;27.05.2015;12,7;18,3;7,2;0;0
Oslo - Blindern;SN18700;28.05.2015;8,4;16,7;5,6;0;0
Oslo - Blindern;SN18700;29.05.2015;10,4;15,5;5,3;6,3;0
Oslo - Blindern;SN18700;30.05.2015;7,5;11,2;6,8;8,4;0
Oslo - Blindern;SN18700;31.05.2015;10,7;17,6;3,7;5,2;0
Oslo - Blindern;SN18700;01.06.2015;11,4;15,8;8,5;4,8;0
Oslo - Blindern;SN18700;02.06.2015;8,4;13;5,7;0;0
Oslo - Blindern;SN18700;03.06.2015;12,7;17,5;8,5;12,2;0
Oslo - Blindern;SN18700;04.06.2015;12,9;18,5;5,1;0;0
Oslo - Blindern;SN18700;05.06.2015;13,6;19,7;8,1;0;0
Oslo - Blindern;SN18700;06.06.2015;12,7;18,2;10,3;7,6;0
Oslo - Blindern;SN18700;07.06.2015;13;19,4;9,4;11,2;0
Oslo - Blindern;SN18700;08.06.2015;12,3;18,7;7,5;0,2;0
Oslo - Blindern;SN18700;09.06.2015;14,6;20,6;7,1;0,4;0
Oslo - Blindern;SN18700;10.06.2015;14,7;21,1;8,7;0;0
Oslo - Blindern;SN18700;11.06.2015;16,6;22,7;8,1;0,1;0
Oslo - Blindern;SN18700;12.06.2015;17,1;24,1;10,2;0;0
Oslo - Blindern;SN18700;13.06.2015;15,3;20,8;8,3;0;0
Oslo - Blindern;SN18700;14.06.2015;13,4;20,1;11;0;0
Oslo - Blindern;SN18700;15.06.2015;13,7;19,5;6,6;1,8;0
Oslo - Blindern;SN18700;16.06.2015;14,3;20,4;8,1;0;0
Oslo - Blindern;SN18700;17.06.2015;10,2;17,6;8,5;0;0
Oslo - Blindern;SN18700;18.06.2015;11,8;16;9,4;8,5;0
Oslo - Blindern;SN18700;19.06.2015;14,9;20,3;7,5;1,7;0
Oslo - Blindern;SN18700;20.06.2015;17,7;22,5;13,4;0;0
Oslo - Blindern;SN18700;21.06.2015;15,8;21,2;13;0;0
Oslo - Blindern;SN18700;22.06.2015;14,3;19,1;10,3;2,2;0
Oslo - Blindern;SN18700;23.06.2015;15,9;21,8;12,5;2,5;0
Oslo - Blindern;SN18700;24.06.2015;15,1;21,6;11,5;6,4;0
Oslo - Blindern;SN18700;25.06.2015;12,9;18,1;9,6;8,9;0
Oslo - Blindern;SN18700;26.06.2015;15,1;21,6;8,9;0;0
Oslo - Blindern;SN18700;27.06.2015;16,3;22;10,1;0;0
Oslo - Blindern;SN18700;28.06.2015;14,7;18,7;12,9;0;0
Oslo - Blindern;SN18700;29.06.2015;17,1;23,1;13,3;0,2;0
Oslo - Blindern;SN18700;30.06.2015;18,3;24,4;12,7;0;0
Oslo - Blindern;SN18700;01.07.2015;20,6;26,5;16,1;0;0
Oslo - Blindern;SN18700;02.07.2015;20;25,3;12,5;0;0
Oslo - Blindern;SN18700;03.07.2015;20;25,2;12,7;0;0
Oslo - Blindern;SN18700;04.07.2015;20,6;25,7;16,8;0;0
Oslo - Blindern;SN18700;05.07.2015;20,9;27;15,4;0;0
Oslo - Blindern;SN18700;06.07.2015;16,3;24,8;12,6;9,7;0
Oslo - Blindern;SN18700;07.07.2015;17,2;23,7;11,3;3,2;0
Oslo - Blindern;SN18700;08.07.2015;13,4;18,7;13,1;2,1;0
Oslo - Blindern;SN18700;09.07.2015;13,8;18,4;10,7;19,2;0
Oslo - Blindern;SN18700;10.07.2015;15,2;20,1;11,1;0;0
Oslo - Blindern;SN18700;11.07.2015;16;22,5;7,8;0;0
Oslo - Blindern;SN18700;12.07.2015;16,8;23,1;13,2;0;0
Oslo - Blindern;SN18700;13.07.2015;16,5;20,4;14,5;1,4;0
Oslo - Blindern;SN18700;14.07.2015;17,2;24;13,4;1,3;0
Oslo - Blindern;SN18700;15.07.2015;15,6;20,9;11,6;0;0
Oslo - Blindern;SN18700;16.07.2015;14,2;18,6;9,7;9,3;0
Oslo - Blindern;SN18700;17.07.2015;15,3;20,7;7,8;0;0
Oslo - Blindern;SN18700;18.07.2015;14,9;20,7;12,1;5,5;0
Oslo - Blindern;SN18700;19.07.2015;16,7;22,7;11,6;0,5;0
Oslo - Blindern;SN18700;20.07.2015;17,5;23,8;13,2;0;0
Oslo - Blindern;SN18700;21.07.2015;14;19,9;12,3;3,1;0
Oslo - Blindern;SN18700;22.07.2015;17;22,8;13,1;4,5;0
Oslo - Blindern;SN18700;23.07.2015;16,4;21,9;11;2;0
Oslo - Blindern;SN18700;24.07.2015;15;20,6;8,1;0;0
Oslo - Blindern;SN18700;25.07.2015;12,5;16,6;8,6;0;0
Oslo - Blindern;SN18700;26.07.2015;12,4;14,4;10,8;8,6;0
Oslo - Blindern;SN18700;27.07.2015;15,2;21;9,8;8,3;0
Oslo - Blindern;SN18700;28.07.2015;14,3;17,2;12,5;0,6;0
Oslo - Blindern;SN18700;29.07.2015;14,4;18;12,9;6,9;0
Oslo - Blindern;SN18700;30.07.2015;16,7;23;10,7;2,2;0
Oslo - Blindern;SN18700;31.07.2015;14,8;20,1;11,3;0,1;0
