Navn;Stasjon;Tid(norsk normaltid);Middeltemperatur (døgn);Maksimumstemperatur (døgn);Minimumstemperatur (døgn);Nedbør (døgn);Snødybde
Oslo - Blindern;SN18700;14.08.2013;14,9;19,4;11,5;0,1;0
Oslo - Blindern;SN18700;15.08.2013;15,6;21,3;10,9;1,8;0
Oslo - Blindern;SN18700;16.08.2013;16;18,2;14,1;0,5;0
Oslo - Blindern;SN18700;17.08.2013;17,5;22,3;14,5;17,9;0
Oslo - Blindern;SN18700;18.08.2013;15,3;18,8;13,8;2,6;0
Oslo - Blindern;SN18700;19.08.2013;15,3;21,6;9,3;13,4;0
Oslo - Blindern;SN18700;20.08.2013;15,2;22,9;7,5;0;0
Oslo - Blindern;SN18700;21.08.2013;14,9;21,1;8,6;0;0
Oslo - Blindern;SN18700;22.08.2013;15,7;22,2;9,4;0;0
Oslo - Blindern;SN18700;23.08.2013;16,8;23,4;11,6;0;0
Oslo - Blindern;SN18700;24.08.2013;16,8;24;10,1;0;0
Oslo - Blindern;SN18700;25.08.2013;16,7;23,2;11,2;0;0
Oslo - Blindern;SN18700;26.08.2013;15,7;22,7;8,6;0;0
Oslo - Blindern;SN18700;27.08.2013;15,8;22,7;10,1;0;0
Oslo - Blindern;SN18700;28.08.2013;16,8;23,7;11;0;0
Oslo - Blindern;SN18700;29.08.2013;16,3;20,5;13,5;0;0
Oslo - Blindern;SN18700;30.08.2013;15,5;18,8;13,9;0;0
Oslo - Blindern;SN18700;31.08.2013;14,7;20,2;13,2;0,7;0
Oslo - Blindern;SN18700;01.09.2013;12,1;17,7;5,7;3;0
Oslo - Blindern;SN18700;02.09.2013;14,2;20,1;9,4;0,1;0
Oslo - Blindern;SN18700;03.09.2013;16,1;22,8;9,4;0;0
Oslo - Blindern;SN18700;04.09.2013;16,1;20,6;14;0;0
Oslo - Blindern;SN18700;05.09.2013;16,3;20,7;14,1;0;0
Oslo - Blindern;SN18700;06.09.2013;16,5;21,3;14,2;0,6;0
Oslo - Blindern;SN18700;07.09.2013;17;23,2;12;0;0
Oslo - Blindern;SN18700;08.09.2013;17,1;23,3;11,3;0;0
Oslo - Blindern;SN18700;09.09.2013;16,5;21;12,8;0;0
Oslo - Blindern;SN18700;10.09.2013;15,2;18,2;13,2;0;0
Oslo - Blindern;SN18700;11.09.2013;14,9;17,7;12,5;2;0
Oslo - Blindern;SN18700;12.09.2013;14,2;20,3;9,6;0;0
Oslo - Blindern;SN18700;13.09.2013;13,4;20,3;8,4;0;0
Oslo - Blindern;SN18700;14.09.2013;14,6;17,7;10,1;0;0
Oslo - Blindern;SN18700;15.09.2013;13,7;15,6;13,6;10,4;0
Oslo - Blindern;SN18700;16.09.2013;10,4;13,7;9,2;3,7;0
Oslo - Blindern;SN18700;17.09.2013;10,1;13,4;7,4;15;0
Oslo - Blindern;SN18700;18.09.2013;10,6;14,9;8,3;2,5;0
Oslo - Blindern;SN18700;19.09.2013;10,2;15,7;6,6;2;0
Oslo - Blindern;SN18700;20.09.2013;8,9;14,6;4,2;0;0
Oslo - Blindern;SN18700;21.09.2013;11,2;17,1;6,7;0;0
Oslo - Blindern;SN18700;22.09.2013;11,8;15,9;9,8;0;0
Oslo - Blindern;SN18700;23.09.2013;12;17;8,3;0;0
Oslo - Blindern;SN18700;24.09.2013;8,3;14;3,6;0;0
Oslo - Blindern;SN18700;25.09.2013;5,2;8,5;3,8;0;0
Oslo - Blindern;SN18700;26.09.2013;4,5;10,6;1,5;0,9;0
Oslo - Blindern;SN18700;27.09.2013;7,3;13,5;0,5;0,7;0
Oslo - Blindern;SN18700;28.09.2013;7,6;11,1;3,9;0;0
Oslo - Blindern;SN18700;29.09.2013;7,2;11,6;4,3;0;0
Oslo - Blindern;SN18700;30.09.2013;7;13,4;2,9;0;0
Oslo - Blindern;SN18700;01.10.2013;6,1;11,9;2,7;0;0
Oslo - Blindern;SN18700;02.10.2013;6,5;10,5;1,1;0;0
Oslo - Blindern;SN18700;03.10.2013;8,1;10,2;4,8;0;0
Oslo - Blindern;SN18700;04.10.2013;7,5;9,4;5,4;0;0
Oslo - Blindern;SN18700;05.10.2013;9,9;15,7;7,2;14,6;0
Oslo - Blindern;SN18700;06.10.2013;8,9;14,6;3,7;9,2;0
Oslo - Blindern;SN18700;07.10.2013;12,6;16;9,7;0;0
Oslo - Blindern;SN18700;08.10.2013;14;19,1;12,5;3;0
Oslo - Blindern;SN18700;09.10.2013;12,1;17,4;9,4;0,1;0
Oslo - Blindern;SN18700;10.10.2013;6,9;11,6;5;14,5;0
Oslo - Blindern;SN18700;11.10.2013;6,3;12,1;1,2;3,8;0
Oslo - Blindern;SN18700;12.10.2013;7,5;15,2;2,4;0;0
Oslo - Blindern;SN18700;13.10.2013;9;15,4;2,8;0;0
Oslo - Blindern;SN18700;14.10.2013;7,3;11,4;5,2;0;0
Oslo - Blindern;SN18700;15.10.2013;5,3;7,7;4,1;0;0
Oslo - Blindern;SN18700;16.10.2013;6,5;7,3;2,7;0;0
Oslo - Blindern;SN18700;17.10.2013;6,2;7,6;4,8;0;0
Oslo - Blindern;SN18700;18.10.2013;3;9,1;-1,3;0,1;0
Oslo - Blindern;SN18700;19.10.2013;1,9;5,7;-1,5;0;0
Oslo - Blindern;SN18700;20.10.2013;2,6;4;1,3;0;0
Oslo - Blindern;SN18700;21.10.2013;2,5;3,7;1,2;0;0
Oslo - Blindern;SN18700;22.10.2013;5,3;6,7;1,4;5;0
Oslo - Blindern;SN18700;23.10.2013;12,5;12,8;6,7;20,5;0
Oslo - Blindern;SN18700;24.10.2013;9,1;13,1;7,4;1,7;0
Oslo - Blindern;SN18700;25.10.2013;7,1;11,2;2,9;0;0
Oslo - Blindern;SN18700;26.10.2013;9,1;13;6,3;3;0
Oslo - Blindern;SN18700;27.10.2013;10,5;12;9,6;2,3;0
Oslo - Blindern;SN18700;28.10.2013;8,7;12,5;7,2;12,5;0
Oslo - Blindern;SN18700;29.10.2013;7,1;11,4;4,8;0,1;0
Oslo - Blindern;SN18700;30.10.2013;5,4;10,1;2,6;0;0
Oslo - Blindern;SN18700;31.10.2013;6,4;11,4;1;1,3;0
Oslo - Blindern;SN18700;01.11.2013;5,7;10,1;2,6;2,7;0
Oslo - Blindern;SN18700;02.11.2013;4;9;1,4;0;0
Oslo - Blindern;SN18700;03.11.2013;6,3;8,2;2,2;0,6;0
Oslo - Blindern;SN18700;04.11.2013;6,3;7,9;5,8;11,2;0
Oslo - Blindern;SN18700;05.11.2013;3,4;6,2;2,7;0;0
Oslo - Blindern;SN18700;06.11.2013;1;2,8;-1,7;0;0
Oslo - Blindern;SN18700;07.11.2013;1,8;2,9;0,5;0;0
Oslo - Blindern;SN18700;08.11.2013;3;7;-0,3;1,8;0
Oslo - Blindern;SN18700;09.11.2013;3,9;5,6;1,5;0;0
Oslo - Blindern;SN18700;10.11.2013;3;5,6;2,5;3,6;0
Oslo - Blindern;SN18700;11.11.2013;1,2;3,3;-2,9;0;0
Oslo - Blindern;SN18700;12.11.2013;6,7;10;3,3;0,3;0
Oslo - Blindern;SN18700;13.11.2013;2,6;7,9;-0,1;0;0
Oslo - Blindern;SN18700;14.11.2013;4,1;6,6;0,3;0;0
Oslo - Blindern;SN18700;15.11.2013;3,9;6,3;1,9;2,6;0
Oslo - Blindern;SN18700;16.11.2013;11;13,2;5,3;2;0
Oslo - Blindern;SN18700;17.11.2013;4,7;11,2;1,8;0;0
Oslo - Blindern;SN18700;18.11.2013;3,3;6,4;-2,7;0;0
Oslo - Blindern;SN18700;19.11.2013;2,2;6,2;-0,6;27,3;0
Oslo - Blindern;SN18700;20.11.2013;-2,1;0,7;-4,5;0;0
Oslo - Blindern;SN18700;21.11.2013;-2,3;0;-3,7;0;0
Oslo - Blindern;SN18700;22.11.2013;-5;-1,1;-7,5;0;0
Oslo - Blindern;SN18700;23.11.2013;-4,2;-3,3;-6;0;0
Oslo - Blindern;SN18700;24.11.2013;-1,6;2,2;-6,1;0;0
Oslo - Blindern;SN18700;25.11.2013;-0,8;2,1;-3,2;0;0
Oslo - Blindern;SN18700;26.11.2013;-2,7;-1;-6;0;0
Oslo - Blindern;SN18700;27.11.2013;5,7;13,7;-1;0;0
Oslo - Blindern;SN18700;28.11.2013;6;10,3;4,4;0;0
Oslo - Blindern;SN18700;29.11.2013;1,3;6,5;-0,4;0;0
Oslo - Blindern;SN18700;30.11.2013;-0,8;1,7;-2,6;0;0
Oslo - Blindern;SN18700;01.12.2013;3,7;8,3;-1,2;0;0
Oslo - Blindern;SN18700;02.12.2013;-0,5;1,9;-3;0;0
Oslo - Blindern;SN18700;03.12.2013;2,5;5;0,1;0;0
Oslo - Blindern;SN18700;04.12.2013;0,8;5,6;-2,7;0;0
Oslo - Blindern;SN18700;05.12.2013;2;6,4;-1,9;0;0
Oslo - Blindern;SN18700;06.12.2013;-0,2;1,7;-1,1;1,4;0
Oslo - Blindern;SN18700;07.12.2013;-4,4;0,6;-6,9;0;0
Oslo - Blindern;SN18700;08.12.2013;-4,6;-2,9;-8,9;1;1
Oslo - Blindern;SN18700;09.12.2013;-3;-2,6;-3,8;7,2;9
Oslo - Blindern;SN18700;10.12.2013;0,4;1,1;-2,6;4,6;12
Oslo - Blindern;SN18700;11.12.2013;-1;0,7;-1,6;0,3;10
Oslo - Blindern;SN18700;12.12.2013;2,1;4,2;-1,5;0,1;10
Oslo - Blindern;SN18700;13.12.2013;0;4,4;-2,5;0;0
Oslo - Blindern;SN18700;14.12.2013;0,5;1,5;-0,7;7;15
Oslo - Blindern;SN18700;15.12.2013;2,8;5,2;0,2;11,2;10
Oslo - Blindern;SN18700;16.12.2013;6,6;8,7;1,4;7,5;7
Oslo - Blindern;SN18700;17.12.2013;1,8;6,9;-0,4;1,7;0
Oslo - Blindern;SN18700;18.12.2013;0,6;3,4;-2,5;0;0
Oslo - Blindern;SN18700;19.12.2013;4,4;5,5;2,4;3,4;0
Oslo - Blindern;SN18700;20.12.2013;2,2;5,3;0,5;3,2;0
Oslo - Blindern;SN18700;21.12.2013;5,3;8,3;0,3;8;0
Oslo - Blindern;SN18700;22.12.2013;5,6;7,4;4,1;4,4;0
Oslo - Blindern;SN18700;23.12.2013;2,3;4,4;0,5;0;0
Oslo - Blindern;SN18700;24.12.2013;6;8;1,5;8,5;0
Oslo - Blindern;SN18700;25.12.2013;5;7,3;3,8;13,3;0
Oslo - Blindern;SN18700;26.12.2013;4;5,9;1,7;3,5;0
Oslo - Blindern;SN18700;27.12.2013;3,5;3,8;0,8;1,6;0
Oslo - Blindern;SN18700;28.12.2013;6,3;7,1;2,1;13;0
Oslo - Blindern;SN18700;29.12.2013;3,1;6,5;-0,3;0;0
Oslo - Blindern;SN18700;30.12.2013;0,1;3,4;-3,2;0;0
Oslo - Blindern;SN18700;31.12.2013;5,4;7,7;3,3;6,6;0
Oslo - Blindern;SN18700;01.01.2014;3,4;5,1;2;0;0
Oslo - Blindern;SN18700;02.01.2014;2,7;3,5;1,6;2,5;0
Oslo - Blindern;SN18700;03.01.2014;4,2;5,7;2,2;10,2;0
Oslo - Blindern;SN18700;04.01.2014;4,8;6;3,2;13,9;0
Oslo - Blindern;SN18700;05.01.2014;3,7;5,7;2,7;0,5;0
Oslo - Blindern;SN18700;06.01.2014;2,6;4;0,4;1,7;0
Oslo - Blindern;SN18700;07.01.2014;6,6;7,4;1,8;7,3;0
Oslo - Blindern;SN18700;08.01.2014;4,9;6,3;3,8;0,3;0
Oslo - Blindern;SN18700;09.01.2014;1,4;3,9;0,7;0,8;0
Oslo - Blindern;SN18700;10.01.2014;0,3;1,8;-0,7;0;0
Oslo - Blindern;SN18700;11.01.2014;-3,2;0,2;-5,1;1,4;2
Oslo - Blindern;SN18700;12.01.2014;-8,6;-5,1;-11,4;0,9;3
Oslo - Blindern;SN18700;13.01.2014;-10,8;-9,9;-13,5;0;3
Oslo - Blindern;SN18700;14.01.2014;-6,5;-5,8;-10;3,4;6
Oslo - Blindern;SN18700;15.01.2014;-5,6;-5,3;-5,9;0,4;6
Oslo - Blindern;SN18700;16.01.2014;-4,5;-3,5;-5,9;4,4;9
Oslo - Blindern;SN18700;17.01.2014;-5,8;-4,2;-7,2;3,8;13
Oslo - Blindern;SN18700;18.01.2014;-6;-5,4;-7,5;3,8;17
Oslo - Blindern;SN18700;19.01.2014;-4,8;-4;-5,8;0,2;15
Oslo - Blindern;SN18700;20.01.2014;-4,8;-4,1;-5,5;0;14
Oslo - Blindern;SN18700;21.01.2014;-5,7;-4,9;-6,6;0;13
Oslo - Blindern;SN18700;22.01.2014;-7,8;-6,6;-9,6;0;13
Oslo - Blindern;SN18700;23.01.2014;-7,1;-5,9;-8,2;0,3;14
Oslo - Blindern;SN18700;24.01.2014;-6,4;-5,5;-8,5;0,4;15
Oslo - Blindern;SN18700;25.01.2014;-5,3;-4,2;-7;0,2;15
Oslo - Blindern;SN18700;26.01.2014;-6,1;-4,3;-6,9;0;13
Oslo - Blindern;SN18700;27.01.2014;-3,4;-2,1;-6,8;2,7;22
Oslo - Blindern;SN18700;28.01.2014;-1,3;-0,7;-2,6;6,5;27
Oslo - Blindern;SN18700;29.01.2014;-3,2;-0,7;-4,2;2,1;27
Oslo - Blindern;SN18700;30.01.2014;-5,3;-4,2;-6,7;2,5;31
Oslo - Blindern;SN18700;31.01.2014;-4;-3,4;-4,8;2,9;29
Oslo - Blindern;SN18700;01.02.2014;-3,4;-2,4;-5;0,8;26
Oslo - Blindern;SN18700;02.02.2014;1,8;2,4;-2,4;3;24
Oslo - Blindern;SN18700;03.02.2014;2,6;4,6;1,8;1,6;18
Oslo - Blindern;SN18700;04.02.2014;1,3;2,2;0,7;0,2;14
Oslo - Blindern;SN18700;05.02.2014;0,4;0,9;0,1;1,4;11
Oslo - Blindern;SN18700;06.02.2014;0,3;0,9;-0,6;1,5;12
Oslo - Blindern;SN18700;07.02.2014;1,9;3,1;0,8;5,6;11
Oslo - Blindern;SN18700;08.02.2014;1,1;2,8;0;12,5;10
Oslo - Blindern;SN18700;09.02.2014;2,5;3,4;0,5;7,6;8
Oslo - Blindern;SN18700;10.02.2014;3,1;4,3;0,8;13,5;7
Oslo - Blindern;SN18700;11.02.2014;2,1;3,3;0,4;0;6
Oslo - Blindern;SN18700;12.02.2014;2,1;3,5;1,1;3,3;4
Oslo - Blindern;SN18700;13.02.2014;1,4;2,4;0,3;4,4;3
Oslo - Blindern;SN18700;14.02.2014;2,6;3,1;0,8;11,8;3
Oslo - Blindern;SN18700;15.02.2014;2,7;3,9;0,4;1,5;2
Oslo - Blindern;SN18700;16.02.2014;3,1;4,5;2,8;25,7;2
Oslo - Blindern;SN18700;17.02.2014;1,6;7,6;-1,4;3,3;2
Oslo - Blindern;SN18700;18.02.2014;-1;3,6;-3,7;0;0
Oslo - Blindern;SN18700;19.02.2014;-0,7;0,2;-1,2;0;0
Oslo - Blindern;SN18700;20.02.2014;-1;0;-2,6;1,4;2
Oslo - Blindern;SN18700;21.02.2014;0,8;1,9;-0,8;12,7;10
Oslo - Blindern;SN18700;22.02.2014;2,9;4,4;0,8;3,9;5
Oslo - Blindern;SN18700;23.02.2014;4,3;5,4;2,1;0,3;2
Oslo - Blindern;SN18700;24.02.2014;5,4;6,7;4,5;0;1
Oslo - Blindern;SN18700;25.02.2014;4,7;6;4,2;0,1;1
Oslo - Blindern;SN18700;26.02.2014;2,5;4,6;1,1;2,2;0
Oslo - Blindern;SN18700;27.02.2014;3,9;4,9;3;10;0
Oslo - Blindern;SN18700;28.02.2014;2,8;4,3;1,5;1,5;0
Oslo - Blindern;SN18700;01.03.2014;2;2,9;1,2;7,9;0
Oslo - Blindern;SN18700;02.03.2014;1,6;2,3;0,8;5,1;0
Oslo - Blindern;SN18700;03.03.2014;2,3;3;0,8;7,3;0
Oslo - Blindern;SN18700;04.03.2014;2,4;2,9;1,6;1,7;0
Oslo - Blindern;SN18700;05.03.2014;3;3,3;2;4,2;0
Oslo - Blindern;SN18700;06.03.2014;4,4;5,4;2,8;3,9;0
Oslo - Blindern;SN18700;07.03.2014;5;6,3;4,7;9,1;0
Oslo - Blindern;SN18700;08.03.2014;5,1;9;1;9,9;0
Oslo - Blindern;SN18700;09.03.2014;5,9;8,6;4,2;0;0
Oslo - Blindern;SN18700;10.03.2014;5,6;10,6;3,1;0;0
Oslo - Blindern;SN18700;11.03.2014;4,3;9,8;-0,7;0;0
Oslo - Blindern;SN18700;12.03.2014;4,2;11,2;-1;0;0
Oslo - Blindern;SN18700;13.03.2014;2,9;8,9;-2,8;0;0
Oslo - Blindern;SN18700;14.03.2014;3,6;9;-0,6;0;0
Oslo - Blindern;SN18700;15.03.2014;5,4;8;3,2;0;0
Oslo - Blindern;SN18700;16.03.2014;2,8;5,9;0,6;0;0
Oslo - Blindern;SN18700;17.03.2014;3,8;7,3;-1,7;1,5;0
Oslo - Blindern;SN18700;18.03.2014;2,7;8,9;-2,5;0;0
Oslo - Blindern;SN18700;19.03.2014;0,4;4,2;-1,8;0,2;0
Oslo - Blindern;SN18700;20.03.2014;3,9;7;-0,2;1,7;0
Oslo - Blindern;SN18700;21.03.2014;6,9;11,4;4,1;0;0
Oslo - Blindern;SN18700;22.03.2014;3,5;7;0,2;0;0
Oslo - Blindern;SN18700;23.03.2014;3,7;8,7;0,2;4,9;0
Oslo - Blindern;SN18700;24.03.2014;4,6;9,3;0,6;0;0
Oslo - Blindern;SN18700;25.03.2014;5;8,9;0,7;0;0
Oslo - Blindern;SN18700;26.03.2014;3,9;6,1;1,5;0;0
Oslo - Blindern;SN18700;27.03.2014;5,9;7,8;2,8;0,1;0
Oslo - Blindern;SN18700;28.03.2014;8,7;14,3;4,6;0;0
Oslo - Blindern;SN18700;29.03.2014;7,2;15,5;-0,2;0;0
Oslo - Blindern;SN18700;30.03.2014;7,2;14,5;-0,2;0;0
Oslo - Blindern;SN18700;31.03.2014;6,2;10,7;3,9;0;0
Oslo - Blindern;SN18700;01.04.2014;4;8,2;0;0;0
Oslo - Blindern;SN18700;02.04.2014;4,4;8,4;1;0;0
Oslo - Blindern;SN18700;03.04.2014;5,9;11,4;1,8;0;0
Oslo - Blindern;SN18700;04.04.2014;5,3;11,2;0,6;0;0
Oslo - Blindern;SN18700;05.04.2014;1,6;7,3;-1,5;0;0
Oslo - Blindern;SN18700;06.04.2014;4,9;9,2;0,8;3,9;0
Oslo - Blindern;SN18700;07.04.2014;8,7;13,2;6,5;9,2;0
Oslo - Blindern;SN18700;08.04.2014;5,9;10,1;5;1,2;0
Oslo - Blindern;SN18700;09.04.2014;3,1;5,5;2;16,9;0
Oslo - Blindern;SN18700;10.04.2014;3,5;4,2;2,3;2,1;0
Oslo - Blindern;SN18700;11.04.2014;6,7;13;2,6;2,5;0
Oslo - Blindern;SN18700;12.04.2014;4,2;9,2;0,1;0;0
Oslo - Blindern;SN18700;13.04.2014;7,3;13;3,4;4,1;0
Oslo - Blindern;SN18700;14.04.2014;7;13,3;-0,3;0;0
Oslo - Blindern;SN18700;15.04.2014;6,4;11,3;2,9;0;0
Oslo - Blindern;SN18700;16.04.2014;6,2;11,8;-0,4;0;0
Oslo - Blindern;SN18700;17.04.2014;5,8;9,1;4,7;0;0
Oslo - Blindern;SN18700;18.04.2014;7,5;12,3;4,2;15,3;0
Oslo - Blindern;SN18700;19.04.2014;8,2;15,7;0,2;0;0
Oslo - Blindern;SN18700;20.04.2014;10,8;18,4;1,6;0;0
Oslo - Blindern;SN18700;21.04.2014;13,4;19,4;5,1;0;0
Oslo - Blindern;SN18700;22.04.2014;15,1;19,9;10,9;0;0
Oslo - Blindern;SN18700;23.04.2014;11,9;18;9,3;0;0
Oslo - Blindern;SN18700;24.04.2014;7,9;14;1,8;0;0
Oslo - Blindern;SN18700;25.04.2014;10,1;17,3;3;0;0
Oslo - Blindern;SN18700;26.04.2014;12,4;19,9;4,1;0;0
Oslo - Blindern;SN18700;27.04.2014;14,6;22,2;6,1;0;0
Oslo - Blindern;SN18700;28.04.2014;14,2;22,4;5,7;0;0
Oslo - Blindern;SN18700;29.04.2014;7,8;17,9;5,3;0;0
Oslo - Blindern;SN18700;30.04.2014;6,4;14,3;4,1;0;0
Oslo - Blindern;SN18700;01.05.2014;6,1;11,4;0,7;0;0
Oslo - Blindern;SN18700;02.05.2014;7,5;12,6;1,8;0;0
Oslo - Blindern;SN18700;03.05.2014;7,2;12,9;2,5;0;0
Oslo - Blindern;SN18700;04.05.2014;6,8;13,3;0,7;0;0
Oslo - Blindern;SN18700;05.05.2014;7,2;12,1;1,8;0;0
Oslo - Blindern;SN18700;06.05.2014;6,1;8,6;4,6;3,4;0
Oslo - Blindern;SN18700;07.05.2014;3,8;6,6;2,6;26,8;0
Oslo - Blindern;SN18700;08.05.2014;4,3;5,4;2,9;1,6;0
Oslo - Blindern;SN18700;09.05.2014;6,7;10,2;4,4;0;0
Oslo - Blindern;SN18700;10.05.2014;8,6;14,7;2,4;0;0
Oslo - Blindern;SN18700;11.05.2014;9,3;12,8;5,8;0;0
Oslo - Blindern;SN18700;12.05.2014;8,8;11,1;7,1;0,6;0
Oslo - Blindern;SN18700;13.05.2014;10,3;16,2;8;1,8;0
Oslo - Blindern;SN18700;14.05.2014;9,5;14,2;5,8;3,4;0
Oslo - Blindern;SN18700;15.05.2014;10,1;13,9;5,2;0;0
Oslo - Blindern;SN18700;16.05.2014;13,6;19,8;7,6;0,2;0
Oslo - Blindern;SN18700;17.05.2014;14,3;20,9;9,2;0;0
Oslo - Blindern;SN18700;18.05.2014;16;22,7;10,5;0;0
Oslo - Blindern;SN18700;19.05.2014;16,7;24,7;13,1;0,1;0
Oslo - Blindern;SN18700;20.05.2014;15,5;21,5;12,4;3,1;0
Oslo - Blindern;SN18700;21.05.2014;15,9;21,2;11,6;0;0
Oslo - Blindern;SN18700;22.05.2014;19,6;26,3;14,7;6,2;0
Oslo - Blindern;SN18700;23.05.2014;19,4;26,4;15,1;0;0
Oslo - Blindern;SN18700;24.05.2014;18,7;23,3;16,6;6,4;0
Oslo - Blindern;SN18700;25.05.2014;15;21,6;13,3;0;0
Oslo - Blindern;SN18700;26.05.2014;17,1;21,8;10,9;3,9;0
Oslo - Blindern;SN18700;27.05.2014;12,9;20,5;9,8;0;0
Oslo - Blindern;SN18700;28.05.2014;13,2;18,9;5,3;0;0
Oslo - Blindern;SN18700;29.05.2014;16,1;23;6,3;0;0
Oslo - Blindern;SN18700;30.05.2014;19,4;24,4;13,3;0;0
Oslo - Blindern;SN18700;31.05.2014;17;22,7;12,7;0;0
Oslo - Blindern;SN18700;01.06.2014;17,3;24;11,1;0;0
Oslo - Blindern;SN18700;02.06.2014;18,6;25,7;10;0;0
Oslo - Blindern;SN18700;03.06.2014;18,2;23,1;12,3;0;0
Oslo - Blindern;SN18700;04.06.2014;14,7;21;12,8;2,5;0
Oslo - Blindern;SN18700;05.06.2014;14,9;16,2;14,1;5,1;0
Oslo - Blindern;SN18700;06.06.2014;16,1;21,6;13,7;17;0
Oslo - Blindern;SN18700;07.06.2014;15,6;20,3;10,7;0;0
Oslo - Blindern;SN18700;08.06.2014;18,3;25,1;11;8,4;0
Oslo - Blindern;SN18700;09.06.2014;19,6;26,1;11,3;0;0
Oslo - Blindern;SN18700;10.06.2014;21,1;27,1;13,5;0;0
Oslo - Blindern;SN18700;11.06.2014;20,2;25,7;16,5;0,1;0
Oslo - Blindern;SN18700;12.06.2014;17,1;22,5;12,3;0;0
Oslo - Blindern;SN18700;13.06.2014;15,2;20,2;12;0;0
Oslo - Blindern;SN18700;14.06.2014;16,3;22,5;8,5;0;0
Oslo - Blindern;SN18700;15.06.2014;17,7;24,9;9,4;0;0
Oslo - Blindern;SN18700;16.06.2014;15,7;20,2;13;0,4;0
Oslo - Blindern;SN18700;17.06.2014;15,2;20,8;8,4;0;0
Oslo - Blindern;SN18700;18.06.2014;19,4;26,8;9,8;0;0
Oslo - Blindern;SN18700;19.06.2014;15,4;21,9;13,3;0;0
Oslo - Blindern;SN18700;20.06.2014;12,5;17,5;8,4;1,1;0
Oslo - Blindern;SN18700;21.06.2014;11,9;17,7;8,2;0,7;0
Oslo - Blindern;SN18700;22.06.2014;13;17,8;8,8;0;0
Oslo - Blindern;SN18700;23.06.2014;13,7;18,5;10,7;1,3;0
Oslo - Blindern;SN18700;24.06.2014;15,4;21,6;9,3;0,1;0
Oslo - Blindern;SN18700;25.06.2014;15,7;21;10,5;0,1;0
Oslo - Blindern;SN18700;26.06.2014;13;19;9,4;0,9;0
Oslo - Blindern;SN18700;27.06.2014;12,3;16,6;10,3;72,8;0
Oslo - Blindern;SN18700;28.06.2014;11,5;15,3;10;0;0
Oslo - Blindern;SN18700;29.06.2014;13;16,4;8,8;0;0
Oslo - Blindern;SN18700;30.06.2014;13,7;20;11,8;0;0
Oslo - Blindern;SN18700;01.07.2014;14,8;19,8;12,2;1,4;0
Oslo - Blindern;SN18700;02.07.2014;17,3;23,5;9,3;1,9;0
Oslo - Blindern;SN18700;03.07.2014;16,8;23,3;12,8;1,1;0
Oslo - Blindern;SN18700;04.07.2014;16,3;22;9;0;0
Oslo - Blindern;SN18700;05.07.2014;20,6;26,9;13,1;0;0
Oslo - Blindern;SN18700;06.07.2014;19,8;24;16,7;5,7;0
Oslo - Blindern;SN18700;07.07.2014;19,2;23,9;17,6;0,3;0
Oslo - Blindern;SN18700;08.07.2014;20,8;27,9;14,9;18,1;0
Oslo - Blindern;SN18700;09.07.2014;24,8;29,4;19,9;3,8;0
Oslo - Blindern;SN18700;10.07.2014;24,1;28,8;18,1;0;0
Oslo - Blindern;SN18700;11.07.2014;23,5;29,9;17,8;0;0
Oslo - Blindern;SN18700;12.07.2014;21,1;26,1;15,5;0;0
Oslo - Blindern;SN18700;13.07.2014;19,5;24,9;13,9;0;0
Oslo - Blindern;SN18700;14.07.2014;19,7;25,1;17;3;0
Oslo - Blindern;SN18700;15.07.2014;17,8;23,5;13,1;0,9;0
Oslo - Blindern;SN18700;16.07.2014;20,2;27,1;12,8;2,1;0
Oslo - Blindern;SN18700;17.07.2014;17,3;22,5;14,1;0;0
Oslo - Blindern;SN18700;18.07.2014;18,5;25,2;10,9;6;0
Oslo - Blindern;SN18700;19.07.2014;20,8;26,9;13,6;0;0
Oslo - Blindern;SN18700;20.07.2014;22;27,5;17,2;0;0
Oslo - Blindern;SN18700;21.07.2014;23,6;30,2;15,1;0;0
Oslo - Blindern;SN18700;22.07.2014;24;32,1;17,8;0;0
Oslo - Blindern;SN18700;23.07.2014;25,2;32,1;16,7;1,8;0
Oslo - Blindern;SN18700;24.07.2014;24,6;33,4;17,8;0;0
Oslo - Blindern;SN18700;25.07.2014;25,4;31,6;18;0,5;0
Oslo - Blindern;SN18700;26.07.2014;24,2;32,8;18,4;0;0
Oslo - Blindern;SN18700;27.07.2014;20,3;24,5;17,9;5,6;0
Oslo - Blindern;SN18700;28.07.2014;21,7;27,7;15,8;0,4;0
Oslo - Blindern;SN18700;29.07.2014;22,3;28,1;17,8;0;0
Oslo - Blindern;SN18700;30.07.2014;21,1;26,6;17,1;0;0
Oslo - Blindern;SN18700;31.07.2014;19;24,7;13;0;0
Oslo - Blindern;SN18700;01.08.2014;19,2;25,4;13,5;0;0
Oslo - Blindern;SN18700;02.08.2014;19,8;26,4;15,4;0,7;0
Oslo - Blindern;SN18700;03.08.2014;19,7;24,6;17,6;7,8;0
Oslo - Blindern;SN18700;04.08.2014;20;23,8;18,7;25,1;0
Oslo - Blindern;SN18700;05.08.2014;18,3;21,5;15,3;9,7;0
Oslo - Blindern;SN18700;06.08.2014;18,9;25;14,2;0;0
Oslo - Blindern;SN18700;07.08.2014;19,2;25,2;14;0;0
Oslo - Blindern;SN18700;08.08.2014;19,9;25,7;15,9;0;0
